City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,daru,-9.0763,143.2092,25.9,93,100,7.54,PG,1683786394
360,quelimane,-17.8786,36.8883,21.97,94,40,2.06,MZ,1683786394
361,palafrugell,41.9174,3.1631,15.81,44,99,0.45,ES,1683786394
362,tamanrasset,22.785,5.5228,20.69,24,93,8.37,DZ,1683785851
363,quatre cocos,-20.2078,57.7625,25.06,77,87,6.95,MU,1683786394
364,vilyuysk,63.7553,121.6247,2.92,43,99,3.47,RU,1683785861
365,banamba,13.55,-7.45,30.09,14,100,2.85,ML,1683786394
366,hilo,19.7297,-155.09,24.04,84,100,1.54,US,1683785903
367,georgetown,5.4112,100.3354,33.96,66,20,4.63,MY,1683785811
368,novyy urengoy,66.0833,76.6333,-10.5,84,19,6.18,RU,1683786395
369,kourou,5.1552,-52.6478,23.03,92,99,1.91,GF,1683786395
370,khorugh,37.4897,71.553,10.38,29,27,0.28,TJ,1683786395
371,shashemene,7.2,38.6,18.97,73,82,1.15,ET,1683786395
372,tupiza,-21.45,-65.7167,11.13,60,86,1.43,BO,1683786395
373,port lincoln,-34.7333,135.8667,18.36,48,88,8.04,AU,1683785656
374,chegdomyn,51.1167,133.0167,18.22,21,19,1.84,RU,1683786395
375,taulaga,-11.0553,-171.0883,28.99,76,26,8.55,AS,1683786396
376,tralee,52.2704,-9.7026,11.14,87,75,3.6,IE,1683785861
377,alice springs,-23.7,133.8833,21.75,23,0,2.06,AU,1683785827
378,kigoma,-4.8769,29.6267,21.85,85,100,1.15,TZ,1683786396
379,revda,56.801,59.9303,12.89,48,92,2.47,RU,1683786396
380,orchard homes,46.8633,-114.0484,10.18,76,0,1.79,US,1683786396
381,tindouf,27.6711,-8.1474,28.09,15,66,1.84,DZ,1683785908
382,hammerfest,70.6634,23.6821,6.25,100,75,4.12,NO,1683785873
383,galesong,-5.3166,119.3661,32.01,74,97,2.5,ID,1683786396
384,bhimunipatnam,17.8833,83.4333,32.73,56,43,3.09,IN,1683786396
385,torghay,49.6339,63.4981,22.97,42,76,6.33,KZ,1683786397
386,araxa,-19.5933,-46.9406,15.47,93,100,1.17,BR,1683786397
387,mutuali,-14.8706,37.0044,21.3,68,70,0.81,MZ,1683786397
388,verkhnevilyuysk,63.4453,120.3167,4.4,37,98,2.33,RU,1683786397
389,port augusta,-32.5,137.7667,21.05,31,35,4.57,AU,1683785878
390,morshansk,53.4435,41.8107,12.3,59,100,4.21,RU,1683786397
391,castelli,-25.9468,-60.6195,12.74,79,0,2.01,AR,1683786397
392,aasiaat,68.7098,-52.8699,-10.89,94,22,3.45,GL,1683785861
393,margate,51.3813,1.3862,12.61,84,30,2.24,GB,1683785847
394,antonio enes,-16.2325,39.9086,24.01,82,72,2.81,MZ,1683785911
395,loreto,22.2667,-101.9667,18.74,27,1,4.71,MX,1683786398
396,camaqua,-30.8511,-51.8122,10.05,88,19,2.52,BR,1683786270
397,afgooye,2.1381,45.1212,29.45,64,61,6.92,SO,1683786398
398,nowshahr,36.649,51.496,20.97,73,0,3.09,IR,1683786398
399,dongola,19.1667,30.4833,34.09,7,56,7.65,SD,1683786398
400,molde,62.7375,7.1591,12.06,87,75,2.06,NO,1683786398
401,san agustin de valle fertil,-30.6335,-67.4682,14.35,68,91,0.96,AR,1683786398
402,hotan,37.0997,79.9269,23.53,7,0,0.91,CN,1683786399
403,santiago de cao,-7.9589,-79.2392,23.07,78,75,2.06,PE,1683786399
404,sunne,59.8376,13.143,11.18,51,4,2.14,SE,1683786399
405,khorixas,-20.3667,14.9667,20.93,32,14,2.28,NA,1683786399
406,rongelap,11.1635,166.8941,26.95,84,100,7.89,MH,1683785888
407,kwali,8.8672,7.005,26.19,79,42,1.73,NG,1683786399
408,aral,40.5156,81.2636,27.01,6,2,5.56,CN,1683785905
409,xaltepec,18.8667,-97.6,16.82,60,73,0.98,MX,1683786399
410,chita,52.0333,113.55,16.94,27,40,7.0,RU,1683786400
411,ingeniero jacobacci,-41.3427,-69.5448,7.34,59,16,1.6,AR,1683786400
412,petropavlovsk-kamchatsky,53.0452,158.6483,4.33,65,75,4.0,RU,1683785813
413,poronaysk,49.2167,143.1167,6.66,63,91,3.55,RU,1683786400
414,london,51.5085,-0.1257,11.87,92,60,2.57,GB,1683786085
415,lompoc,34.6391,-120.4579,11.44,83,100,4.92,US,1683785543
416,kruisfontein,-34.0033,24.7314,17.71,80,26,7.27,ZA,1683786400
417,la ronge,55.1001,-105.2842,10.12,76,40,1.03,CA,1683785862
418,carboneras,37.0015,-1.9213,20.18,86,70,4.69,ES,1683786400
419,zaozersk,69.4005,32.4476,2.36,100,100,1.81,RU,1683786400
420,homer,59.6425,-151.5483,7.94,71,100,4.92,US,1683786401
421,mizdah,31.4451,12.9801,16.44,63,1,1.82,LY,1683785906
422,rio grande,-32.035,-52.0986,13.02,79,34,6.47,BR,1683785884
423,smithers,54.7804,-127.1743,13.18,54,75,1.03,CA,1683785872
424,vilyuchinsk,52.9306,158.4028,5.15,84,100,4.83,RU,1683785824
425,kapa'a,22.0752,-159.319,23.99,81,100,6.17,US,1683785865
426,puerto el triunfo,13.2833,-88.55,26.97,80,66,1.66,SV,1683786401
427,hadibu,12.65,54.0333,29.51,61,40,0.46,YE,1683786401
428,khadan khak,30.7477,67.7085,25.7,11,93,6.23,PK,1683786401
429,hacibektas,38.9408,34.5577,10.77,82,40,0.51,TR,1683786401
430,khandyga,62.6667,135.6,4.48,83,100,0.68,RU,1683785855
431,nchelenge,-9.3451,28.734,18.45,69,61,2.81,ZM,1683786402
432,sao jose da coroa grande,-8.8978,-35.1478,24.67,85,1,1.65,BR,1683785877
433,hasaki,35.7333,140.8333,19.01,43,29,5.38,JP,1683785850
434,kimbe,-5.5502,150.1429,28.95,82,89,0.9,PG,1683785880
435,carbonear,47.7332,-53.2148,1.73,87,18,4.41,CA,1683786402
436,urengoy,65.9667,78.3667,-7.54,77,61,7.04,RU,1683786402
437,alesund,62.4723,6.1549,12.17,92,75,1.03,NO,1683786402
438,bashmakovo,53.2133,43.0342,12.33,54,100,4.91,RU,1683786402
439,uturoa,-16.7333,-151.4333,27.11,80,85,11.52,PF,1683785876
440,codrington,-38.2667,141.9667,16.99,55,4,5.21,AU,1683785905
441,pemangkat,1.1667,108.9667,30.03,71,26,3.46,ID,1683786403
442,lagoa,39.05,-27.9833,15.8,82,76,7.95,PT,1683786403
443,slavutych,51.5196,30.7343,11.31,48,22,1.92,UA,1683786403
444,goondiwindi,-28.55,150.3167,23.58,29,0,2.31,AU,1683786403
445,adelaide,-34.9333,138.6,20.8,52,0,6.69,AU,1683785584
446,coahuayana de hidalgo,18.7,-103.6583,24.81,89,15,0.4,MX,1683786403
447,ironwood,46.4547,-90.171,11.45,94,0,1.54,US,1683786403
448,newlands,-17.8081,31.0817,14.69,75,20,2.23,ZW,1683786403
449,newton,42.337,-71.2092,15.38,52,0,3.09,US,1683785928
450,lushun,38.8,121.2667,23.12,62,79,2.88,CN,1683786403
451,kiffa,16.6166,-11.4045,35.05,16,88,3.85,MR,1683785909
452,eugene,44.0521,-123.0867,12.99,86,100,4.63,US,1683786404
453,mucuri,-18.0864,-39.5508,23.09,80,49,0.73,BR,1683786404
454,newport,51.5877,-2.9984,12.12,92,54,1.61,GB,1683786217
455,saint-francois,46.4154,3.9054,10.69,93,75,1.54,FR,1683786404
456,shohimardon,39.9839,71.8028,22.43,19,63,2.12,UZ,1683786404
457,kilindoni,-7.9139,39.6668,27.67,72,16,6.13,TZ,1683785860
458,atoyac de alvarez,17.2,-100.4333,26.13,82,20,0.37,MX,1683786404
459,bikenibeu village,1.3673,173.1241,28.98,79,75,4.12,KI,1683786404
460,arar,30.9753,41.0381,28.01,14,20,7.72,SA,1683785858
461,san jeronimito,17.55,-101.3333,26.23,79,19,0.9,MX,1683786405
462,ushtobe,45.2514,77.9838,31.09,10,93,1.84,KZ,1683786405
463,mount isa,-20.7333,139.5,26.87,19,0,5.14,AU,1683785862
464,mountain home,43.133,-115.6912,9.12,66,0,3.09,US,1683786287
465,altai,46.3722,96.2583,11.76,31,17,5.09,MN,1683786405
466,lauro de freitas,-12.8944,-38.3272,25.01,94,75,2.06,BR,1683786130
467,sandnessjoen,66.0217,12.6316,9.12,92,75,4.63,NO,1683785818
468,akureyri,65.6835,-18.0878,4.96,93,100,3.09,IS,1683785850
469,medicine hat,50.0501,-110.6683,13.24,68,20,1.03,CA,1683786405
470,kalmunai,7.4167,81.8167,30.24,71,99,2.34,LK,1683785911
471,tazacorte,28.629,-17.9293,20.08,75,20,8.23,ES,1683786405
472,kerikeri,-35.2268,173.9474,9.39,92,24,5.39,NZ,1683786406
473,newman,37.3138,-121.0208,14.13,76,0,0.89,US,1683785883
474,fauske,67.2588,15.3918,8.58,84,100,1.51,NO,1683786406
475,petauke,-14.2426,31.3253,18.81,64,76,1.7,ZM,1683786406
476,tateyama,34.9833,139.8667,18.18,63,36,5.89,JP,1683786343
477,tocopilla,-22.092,-70.1979,19.02,72,21,0.71,CL,1683786406
478,east london,-33.0153,27.9116,19.52,48,0,3.6,ZA,1683785852
479,batticaloa,7.7102,81.6924,29.94,68,100,0.49,LK,1683786406
480,luderitz,-26.6481,15.1594,14.6,78,70,5.43,NA,1683785852
481,nagqu,31.5,92.0,-1.18,64,100,3.14,CN,1683785903
482,city of balikpapan,-1.242,116.8942,30.97,79,20,1.54,ID,1683786407
483,stephenville,32.2207,-98.2023,19.07,94,100,2.57,US,1683786407
484,thunder bay,48.4001,-89.3168,5.99,93,0,3.6,CA,1683786317
485,miramar,25.9873,-80.2323,26.67,80,0,4.12,US,1683786407
486,mehekar,20.15,76.5667,38.19,11,17,1.4,IN,1683786407
487,bodaybo,57.8506,114.1933,3.45,98,100,2.08,RU,1683786407
488,tangalle,6.024,80.7911,30.09,68,100,7.44,LK,1683786407
489,santa elena de uairen,4.6167,-61.1333,18.54,96,99,0.06,VE,1683785863
490,san juan,-31.5375,-68.5364,16.32,38,100,3.48,AR,1683786344
491,yeppoon,-23.1333,150.7333,23.88,72,24,7.14,AU,1683786408
492,wajir,1.7471,40.0573,27.98,69,75,4.12,KE,1683786408
493,mulayjah,27.271,48.4242,33.54,18,83,6.28,SA,1683786408
494,maricopa,33.0581,-112.0476,21.61,30,0,0.45,US,1683786408
495,katsuura,35.1333,140.3,17.43,60,47,5.74,JP,1683785895
496,guerrero negro,27.9769,-114.0611,14.38,75,96,8.32,MX,1683785845
497,fort bragg,35.139,-79.006,15.45,89,0,1.54,US,1683785838
498,luanda,-8.8368,13.2343,26.0,89,75,2.06,AO,1683785891
499,awjilah,29.1081,21.2869,20.43,68,17,6.75,LY,1683786409
500,pacocha,-17.5833,-71.3333,17.64,88,35,1.49,PE,1683786409
501,boende,-0.2167,20.8667,22.95,95,55,0.44,CD,1683785867
502,heniches'k,46.1759,34.8034,11.27,59,1,4.25,UA,1683786409
503,lesnoy,57.6198,63.0784,9.65,65,67,4.15,RU,1683786410
504,vuktyl,63.8567,57.3094,1.1,75,79,1.52,RU,1683786410
505,bousso,10.4795,16.7117,32.26,42,94,4.47,TD,1683786410
506,yongfeng,27.4283,112.1834,16.28,88,100,2.34,CN,1683786411
507,millersville,39.9979,-76.3541,13.24,77,32,1.55,US,1683786411
508,anna regina,7.2644,-58.5077,25.2,81,65,1.93,GY,1683786411
509,aldama,22.9167,-98.0667,26.94,94,32,1.34,MX,1683786411
510,konosha,60.9736,40.257,15.3,43,28,1.41,RU,1683786411
511,narasannapeta,18.4167,84.05,35.04,49,58,4.11,IN,1683786412
512,manggar,-2.8833,108.2667,30.34,71,72,4.33,ID,1683786412
513,nassau,40.7507,-73.5829,17.03,76,0,2.06,US,1683786412
514,n'dalatando,-9.2978,14.9116,16.83,70,16,1.83,AO,1683786412
515,tolmin,46.183,13.7332,13.77,77,100,2.56,SI,1683786412
516,mumbwa,-14.9783,27.0619,18.11,49,0,2.17,ZM,1683786412
517,island harbour,50.724,-1.2758,11.07,95,94,0.45,GB,1683785883
518,pimenta bueno,-11.6725,-61.1936,21.52,94,89,1.22,BR,1683786412
519,aldan,58.6031,125.3894,0.42,100,100,2.93,RU,1683785914
520,kirakira,-10.4544,161.9205,28.05,82,60,3.4,SB,1683785840
521,oranjemund,-28.55,16.4333,14.17,94,100,3.67,NA,1683786413
522,el nido,11.1858,119.3956,30.38,67,92,3.42,PH,1683785909
523,kolondieba,11.0882,-6.8926,27.44,57,98,1.98,ML,1683786413
524,nizhnyaya salda,58.0776,60.7202,4.0,95,98,2.93,RU,1683786413
525,estevan,49.1334,-102.9842,11.11,87,0,2.06,CA,1683785833
526,fuman,37.2273,49.3142,17.72,68,26,1.71,IR,1683786413
527,betio village,1.358,172.9211,29.02,78,90,5.81,KI,1683786413
528,papao,-17.75,-149.55,27.59,89,100,16.44,PF,1683785867
529,son la,21.3167,103.9,32.86,43,45,1.49,VN,1683786414
530,kapuskasing,49.4169,-82.4331,9.05,70,40,1.54,CA,1683785899
531,langtoucun,40.0261,124.3286,23.88,24,100,1.33,CN,1683786414
532,mamfe,5.754,9.3123,24.3,95,100,0.76,CM,1683786414
533,turtas,58.9417,69.1325,6.59,72,99,2.89,RU,1683785863
534,santiago de cuba,20.0247,-75.8219,25.06,83,40,3.09,CU,1683786414
535,kuanda,56.3161,116.0806,4.93,83,100,3.94,RU,1683786414
536,shingu,33.7333,135.9833,20.68,45,19,2.27,JP,1683785858
537,ugoofaaru,5.6667,73.0,28.52,77,100,4.91,MV,1683786414
538,isangel,-19.55,169.2667,25.06,94,100,1.54,VU,1683786415
539,malanje,-9.5402,16.341,15.46,71,1,1.75,AO,1683786415
540,mwanza,-2.5167,32.9,22.0,71,32,3.31,TZ,1683786415
541,middlesboro,36.6084,-83.7166,16.22,94,0,0.0,US,1683786415
542,suntar,62.1444,117.6319,5.33,44,100,2.67,RU,1683786415
543,berdigestyakh,62.0989,126.6992,2.47,50,99,3.85,RU,1683786415
544,andergrove,-21.0833,149.1833,24.25,71,55,6.87,AU,1683786415
545,saujon,45.6667,-0.9167,12.75,87,67,3.75,FR,1683786415
546,piranshahr,36.701,45.1413,18.66,34,31,0.83,IR,1683786416
547,paracuru,-3.41,-39.0306,27.84,87,12,3.2,BR,1683786416
548,nadym,65.5333,72.5167,-6.47,72,25,5.66,RU,1683786255
549,colares,38.7992,-9.4469,15.61,72,0,10.8,PT,1683786416
550,kailua-kona,19.6406,-155.9956,25.98,84,100,3.09,US,1683785823
551,karaton,-6.3424,106.1045,31.3,65,76,2.98,ID,1683786416
552,maputo,-25.9653,32.5892,20.68,85,75,2.57,MZ,1683786416
553,julio de castilhos,-29.2269,-53.6817,8.32,88,1,2.24,BR,1683786416
554,santana,-0.0583,-51.1817,24.1,100,100,1.03,BR,1683786309
555,ta`u,-14.2336,-169.5144,27.68,71,8,7.18,AS,1683785886
556,phan rang-thap cham,11.5667,108.9833,31.61,65,99,4.65,VN,1683786417
557,plettenberg bay,-34.0527,23.3716,17.26,80,55,4.08,ZA,1683786417
558,broome,42.2506,-75.833,12.21,60,0,2.57,US,1683786417
559,vicuna,-30.0319,-70.7081,8.85,31,100,0.31,CL,1683786417
560,mhamid,29.82,-5.72,26.75,13,17,0.88,MA,1683786417
561,chinsali,-10.5414,32.0816,16.94,79,100,3.37,ZM,1683786417
562,guiuan,11.0333,125.7247,28.88,75,98,3.78,PH,1683786417
563,warmbad,-28.45,18.7333,16.99,32,36,1.65,NA,1683786417
564,chulakkurgan,43.765,69.1814,30.14,13,100,0.71,KZ,1683785875
565,bardai,11.65,7.2333,25.23,65,97,5.89,NG,1683785890
566,carutapera,-1.195,-46.02,24.29,94,65,1.87,BR,1683785873
567,amahai,-3.3333,128.9167,27.29,83,76,1.65,ID,1683786418
568,scottburgh,-30.2867,30.7532,18.72,61,0,3.12,ZA,1683785952
569,woodland,38.6785,-121.7733,13.51,77,0,4.12,US,1683786418
570,ojinaga,29.5667,-104.4167,28.53,15,0,7.72,MX,1683786418
571,meadow lakes,61.6247,-149.6011,10.93,49,20,5.14,US,1683786418
572,las terrenas,19.311,-69.5428,23.57,89,90,2.92,DO,1683786418
573,selibaby,15.159,-12.1829,32.55,25,43,4.88,MR,1683786418
574,da nang,16.0678,108.2208,31.99,66,20,5.14,VN,1683786419
575,rotonda west,26.8837,-82.2901,26.1,100,14,3.03,US,1683786419
576,merizo village,13.2658,144.6691,29.99,92,19,2.75,GU,1683786419
577,taksimo,56.3444,114.8794,7.41,60,100,3.42,RU,1683786267
578,faxinal,-24.0003,-51.3194,12.22,98,65,1.55,BR,1683786419
579,conde,-7.2597,-34.9075,23.7,88,40,1.03,BR,1683785914
580,tromso,69.6496,18.957,7.43,93,75,1.54,NO,1683786419
